CollectionYearRange,Parent_Org_Code,Parent_Org_Name,Org_Code,Org_Name,Unit_Name,Org_Type,Referral_Appointment_Time,Part,Total_referrals,Screening_sample_total,Clinical_indication,Highgrade_mod_severe,Inadequate,Borderline_changes,Mild_dyskaryosis,Moderate_dyskaryosis,Severe_dyskaryosis,Severe_dyskaryosis_Inv,Glandular_neoplasia,Clinical_Urgent,Clinical_Non_Urgent,Other
2022-23,N3,Midlands,RXK,Sandwell and West Birmingham Hospitals NHS Trust,Sandwell General Hospital,Trust,<=4_weeks,A,528,not included,13,166,not included,not included,not included,not included,not included,1,5,not included,not included,not included
2022-23,N3,Midlands,RXK,Sandwell and West Birmingham Hospitals NHS Trust,Sandwell General Hospital,Trust,<=6_weeks,A6,1101,not included,16,166,not included,not included,not included,not included,not included,1,5,not included,not included,not included
2022-23,N3,Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,King's Mill Hospital,Trust,Total_cases,A,644,not included,30,106,not included,not included,not included,not included,not included,3,4,not included,not included,not included
2022-23,N3,Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,King's Mill Hospital,Trust,<=2_weeks,A,190,not included,15,104,not included,not included,not included,not included,not included,3,4,not included,not included,not included
2022-23,N3,Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,King's Mill Hospital,Trust,<=4_weeks,A,446,not included,24,105,not included,not included,not included,not included,not included,3,4,not included,not included,not included
2022-23,N3,Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,King's Mill Hospital,Trust,<=6_weeks,A6,635,not included,29,105,not included,not included,not included,not included,not included,3,4,not included,not included,not included
2022-23,N3,Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Newark Hospital,Trust,Total_cases,A,223,not included,31,31,not included,not included,not included,not included,not included,0,1,not included,not included,not included
2022-23,N3,Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Newark Hospital,Trust,<=2_weeks,A,52,not included,8,31,not included,not included,not included,not included,not included,0,1,not included,not included,not included
2022-23,N3,Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Newark Hospital,Trust,<=4_weeks,A,123,not included,13,31,not included,not included,not included,not included,not included,0,1,not included,not included,not included
2022-23,N3,Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Newark Hospital,Trust,<=6_weeks,A6,220,not included,28,31,not included,not included,not included,not included,not included,0,1,not included,not included,not included
2022-23,N3,Midlands,RXW,Shrewsbury and Telford Hospital NHS Trust,Princess Royal Hospital,Trust,Total_cases,A,1288,not included,8,162,not included,not included,not included,not included,not included,2,6,not included,not included,not included
2022-23,N3,Midlands,RXW,Shrewsbury and Telford Hospital NHS Trust,Princess Royal Hospital,Trust,<=2_weeks,A,248,not included,5,146,not included,not included,not included,not included,not included,2,3,not included,not included,not included
2022-23,N3,Midlands,RXW,Shrewsbury and Telford Hospital NHS Trust,Princess Royal Hospital,Trust,<=4_weeks,A,383,not included,6,162,not included,not included,not included,not included,not included,2,6,not included,not included,not included
2022-23,N3,Midlands,RXW,Shrewsbury and Telford Hospital NHS Trust,Princess Royal Hospital,Trust,<=6_weeks,A6,1222,not included,7,162,not included,not included,not included,not included,not included,2,6,not included,not included,not included
2022-23,N3,Midlands,RXW,Shrewsbury and Telford Hospital NHS Trust,Royal Shrewsbury Hospital,Trust,Total_cases,A,490,not included,0,46,not included,not included,not included,not included,not included,0,2,not included,not included,not included
2022-23,N3,Midlands,RXW,Shrewsbury and Telford Hospital NHS Trust,Royal Shrewsbury Hospital,Trust,<=2_weeks,A,71,not included,0,37,not included,not included,not included,not included,not included,0,1,not included,not included,not included
2022-23,N3,Midlands,RXW,Shrewsbury and Telford Hospital NHS Trust,Royal Shrewsbury Hospital,Trust,<=4_weeks,A,104,not included,0,46,not included,not included,not included,not included,not included,0,2,not included,not included,not included
2022-23,N3,Midlands,RXW,Shrewsbury and Telford Hospital NHS Trust,Royal Shrewsbury Hospital,Trust,<=6_weeks,A6,449,not included,0,46,not included,not included,not included,not included,not included,0,2,not included,not included,not included
2022-23,N3,Midlands,RJC,South Warwickshire NHS Foundation Trust,Warwick Hospital,Trust,Total_cases,A,1452,not included,321,120,not included,not included,not included,not included,not included,0,6,not included,not included,not included
2022-23,N3,Midlands,RJC,South Warwickshire NHS Foundation Trust,Warwick Hospital,Trust,<=2_weeks,A,333,not included,178,101,not included,not included,not included,not included,not included,0,4,not included,not included,not included
2022-23,N3,Midlands,RJC,South Warwickshire NHS Foundation Trust,Warwick Hospital,Trust,<=4_weeks,A,510,not included,216,117,not included,not included,not included,not included,not included,0,6,not included,not included,not included
2022-23,N3,Midlands,RJC,South Warwickshire NHS Foundation Trust,Warwick Hospital,Trust,<=6_weeks,A6,998,not included,243,119,not included,not included,not included,not included,not included,0,6,not included,not included,not included
2022-23,N3,Midlands,RNA,The Dudley Group NHS Foundation Trust,Russells Hall Hospital,Trust,Total_cases,A,1436,not included,249,147,not included,not included,not included,not included,not included,0,7,not included,not included,not included
2022-23,N3,Midlands,RNA,The Dudley Group NHS Foundation Trust,Russells Hall Hospital,Trust,<=2_weeks,A,403,not included,203,127,not included,not included,not included,not included,not included,0,7,not included,not included,not included
2022-23,N3,Midlands,RNA,The Dudley Group NHS Foundation Trust,Russells Hall Hospital,Trust,<=4_weeks,A,629,not included,215,147,not included,not included,not included,not included,not included,0,7,not included,not included,not included
2022-23,N3,Midlands,RNA,The Dudley Group NHS Foundation Trust,Russells Hall Hospital,Trust,<=6_weeks,A6,1360,not included,226,147,not included,not included,not included,not included,not included,0,7,not included,not included,not included
2022-23,N3,Midlands,RL4,The Royal Wolverhampton NHS Trust,New Cross Hospital,Trust,Total_cases,A,1461,not included,278,144,not included,not included,not included,not included,not included,4,6,not included,not included,not included
2022-23,N3,Midlands,RL4,The Royal Wolverhampton NHS Trust,New Cross Hospital,Trust,<=2_weeks,A,353,not included,112,143,not included,not included,not included,not included,not included,4,6,not included,not included,not included
2022-23,N3,Midlands,RL4,The Royal Wolverhampton NHS Trust,New Cross Hospital,Trust,<=4_weeks,A,606,not included,162,144,not included,not included,not included,not included,not included,4,6,not included,not included,not included
2022-23,N3,Midlands,RL4,The Royal Wolverhampton NHS Trust,New Cross Hospital,Trust,<=6_weeks,A6,1446,not included,269,144,not included,not included,not included,not included,not included,4,6,not included,not included,not included
2022-23,N3,Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Lincoln County Hospital,Trust,Total_cases,A,1541,not included,222,199,not included,not included,not included,not included,not included,5,10,not included,not included,not included
2022-23,N3,Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Lincoln County Hospital,Trust,<=2_weeks,A,176,not included,52,66,not included,not included,not included,not included,not included,4,10,not included,not included,not included
2022-23,N3,Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Lincoln County Hospital,Trust,<=4_weeks,A,428,not included,134,152,not included,not included,not included,not included,not included,5,10,not included,not included,not included
2022-23,N3,Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Lincoln County Hospital,Trust,<=6_weeks,A6,609,not included,178,174,not included,not included,not included,not included,not included,5,10,not included,not included,not included
2022-23,N3,Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Pilgrim Hospital Boston,Trust,Total_cases,A,758,not included,174,107,not included,not included,not included,not included,not included,2,6,not included,not included,not included
2022-23,N3,Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Pilgrim Hospital Boston,Trust,<=2_weeks,A,90,not included,43,32,not included,not included,not included,not included,not included,2,6,not included,not included,not included
2022-23,N3,Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Pilgrim Hospital Boston,Trust,<=4_weeks,A,243,not included,108,89,not included,not included,not included,not included,not included,2,6,not included,not included,not included
2022-23,N3,Midlands,RWD,United Lincolnshire Hospitals NHS Trust,Pilgrim Hospital Boston,Trust,<=6_weeks,A6,370,not included,134,107,not included,not included,not included,not included,not included,2,6,not included,not included,not included
2022-23,N3,Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,Birmingham Heartlands Hospital,Trust,Total_cases,A,457,not included,141,24,not included,not included,not included,not included,not included,1,1,not included,not included,not included
2022-23,N3,Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,Birmingham Heartlands Hospital,Trust,<=2_weeks,A,122,not included,81,24,not included,not included,not included,not included,not included,1,1,not included,not included,not included
2022-23,N3,Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,Birmingham Heartlands Hospital,Trust,<=4_weeks,A,176,not included,102,24,not included,not included,not included,not included,not included,1,1,not included,not included,not included
2022-23,N3,Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,Birmingham Heartlands Hospital,Trust,<=6_weeks,A6,354,not included,130,24,not included,not included,not included,not included,not included,1,1,not included,not included,not included
2022-23,N3,Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,Good Hope Hospital,Trust,Total_cases,A,3127,not included,857,245,not included,not included,not included,not included,not included,5,8,not included,not included,not included
2022-23,N3,Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,Good Hope Hospital,Trust,<=2_weeks,A,828,not included,458,244,not included,not included,not included,not included,not included,5,8,not included,not included,not included
